Taxon	Subject_001	Subject_002	Subject_003	Subject_004	Subject_005	Subject_006	Subject_007	Subject_008	Subject_009	Subject_010	Subject_011	Subject_012	Subject_013	Subject_014	Subject_015	Subject_016	Subject_017	Subject_018	Subject_019	Subject_020	Subject_021	Subject_022	Subject_023	Subject_024	Subject_025	Subject_026	Subject_027	Subject_028	Subject_029
Coprococcus	0.126440853005013	0.00823980281908671	0.00225518410441877	0.0014426465932159	0.0267551008937103	0.0222471211121616	0.00671057630607735	0.000726842828624941	0.00153562956592289	0.0013000975108457	0.00444952628790774	0.000938162655948768	0.00101502869232881	0.0014511294761259	0.00440847857372977	0.00241205967172128	0.0140244406085899	0.0132939158808251	0.00188323397370804	0.0217583644614817	0.061044786081042	0.0219924332919527	0.00417395903054943	0.0075929051220017	0.00737259636112788	0.00545983557026988	0.0305992933347055	0.000844724312701582	0.00476355447774121
Desulfovibrio	0	0	5.53866518005281e-05	0	0	0	0.000744101764293911	0.000621741855332462	0.00144195818625034	0.00399941426364524	0.00141044137887562	0	1.0970204923428e-05	0	0.00539322672549316	3.9028578676736e-05	0.00164063495618314	0.000572274603124273	0	0	0.00863225259799816	0	0	0	0	0	0	0	0
Dialister	0.106424248145953	9.50079648343853e-06	5.60905975331355e-06	9.59772296563937e-06	0	0.0742637577045292	0.0199415989946217	2.47958973836711e-05	0.0442591955534289	0.000201272488567978	9.11444092019396e-06	0.0112918515615526	0.000149053607298463	0.000244378144240122	0.000198616135908249	0.0194064914844124	5.02002139978427e-05	0.00994080193590552	5.00617283107242e-05	1.32816235456622e-05	5.63507269243773e-05	2.57758531807403e-05	0.0634968640769479	0	0.0203285332413555	0.0203578717457968	0.0142362183115502	0.0209133261659755	0.0662567122813095
Dorea	0.0196346675337631	0.0206218226680937	0.00301325366678841	0.00574134782252556	0.0849024787814063	0.00213802932684028	0.026788096260324	0.00288978769345557	0.0396021370876299	0.00215696825009865	0.0327365022704324	0.050201208399749	0.0149894950405627	0.00259328495891922	0.103612084184494	0.000589644262695034	0.0165191347063322	0.0234240842402708	0.00977035124471246	0.0126529748514008	0.060992548651956	0.0332152457888029	0.0162587625430036	0.00747930793827952	0.00135810985599724	0.0137845927982263	0.0490892250694659	0.0361439615010495	0.00900744846700156
Eggerthella	0.000576457271241926	0.00551983279779507	0.00767803488176904	0.00746791274161261	0.00264178517227812	0.00372804584178085	0.000609749319488578	0.0321711725480099	0.00298263391994183	0.00367000726840161	0.00698461852682137	0.00947882049218213	0.0031348137981744	0.0160234389132493	0.00846851222520162	0.000394523449984044	0.00220302806300764	0.00125700282482599	0.0276481012318259	0.0109279684175333	0.0144621531686884	0.00689916858844217	0.00683317219894726	0.0006060787245317	0.000819177373458653	0.00300102185619002	0.0028815478028198	0.00977832386218195	0.00727524683873203
Enterococcus	0.000155155359337804	8.1401068331635e-05	0.000295013913351286	0.0161656141842607	0.000224832780619414	9.68254883881322e-05	4.08684856428127e-05	0.000346654210182167	0.000346722486046079	0.000517230918753232	0.000107106887235663	0	0.000106606041054776	0.000209564657713682	0.000300804151482867	0.000132347195969517	0.0002253622954876	6.44234706278707e-05	0.000131995623475996	7.72834743179424e-05	0.000157141058587285	0.000410185527203008	6.06250912406246e-05	5.74150805173595e-05	4.3114598603087e-05	0.000130477026279457	0	0.000255977064455025	0.00025983024424043
Erysipelotrichaceae	0.000629434603820334	0.00103125724611908	0.000567318196130441	0.00116258238936399	0.00205159912315216	0.000607046416059739	0.00102304226633939	0.00639395192715975	0.00116860964582725	0.00395214581064172	0.000756387896646332	0.00110660665674312	0.000716177410205102	0.001821180449772	0.00191247200306059	0.000524717748060055	0.0013192995353995	0.000696196442797078	0.0016462016701206	0.00115684584781311	0.00186983979155493	0.00437884266182104	0.000365430752153279	0.00080901890812934	0.000129343795809261	0.000490663234252413	0.000548866248156152	0.00133108073516613	0.000866100814134765
Escherichia	0.00045595060921107	6.16212804791136e-05	0.000466922766729631	0.00668203826466156	0	0.00329492487673746	0.00304564421546313	3.71502119130513e-05	0.0625531543659447	0.00984458244409074	2.59007675530675e-05	0.0164919475165065	0.462074052251552	0.00177367405554206	0.000356342903685604	8.27540549486925e-05	0.0128998968008256	8.78282581147037e-05	0.00370198474392339	3.86417371589712e-05	0.00742671040734991	0.00374390833053519	0.0614616128312551	3.3160896670646e-05	0.000107786496507718	0.000689152670961747	0.00933072621865459	0.0102646802846465	0.000866100814134765
Eubacterium	0.0790856514381424	0.159158374880668	0.175141579466688	0.146361438342033	0.033977853971109	0.103364997308946	0.0735661641529577	0.0682484076162896	0.0243768591761156	0.0535457378398401	0.121913099900925	0.112390983046201	0.0186351031330895	0.0766348384072749	0.0174110156855857	0.0484713727761668	0.0610173434337078	0.0721898423612435	0.0102199601689557	0.0926183926725232	0.145428216252259	0.104045257919356	0.0758384083778863	0.0373265189661187	0.0703199103216349	0.260322401304726	0.0300847312270591	0.245584395638151	0.129482071713147
Faecalibacterium	0.0641379360188456	0.0268068887369723	0.00852052586773295	0.0236912597903282	0.00809398010229891	0.0282608586157781	0.0349785079288703	0.0146347888842153	0.0100118566923075	0.0399424171224846	0.0265575816212454	0.00216142663575956	0.021690595084394	0.0260725331818984	0.0447389085656895	0.0357138494935893	0.00686483136213532	0.0260304190977011	0.00786239942063141	0.0190991619325183	0.0108335471618376	0.00940527140793472	0.0113428691836684	0.0405500227340748	0.0444511511597827	0.0471105499545183	0.00809577716030325	0.0171504633184867	0.0161094751429066
Finegoldia	0	6.04814322003145e-06	0	0	0	0	0	9.79873400356674e-06	7.97638988593762e-06	2.83407863521442e-05	1.25398139091616e-05	0	0	7.32198425773385e-06	0	0	0	0	0	0	5.63507269243773e-05	2.57758531807403e-05	0	0	0	0	0	0	0
Flavonifractor	0.000266521033751324	0.00076556979551269	0.000659641411317665	0.000766178515490002	0.000112416390309707	0.000425148603935887	0.000154570854934379	0.00183776962450809	0.000117356268450613	0.000353713052242212	0.000440300178273478	7.53782400174336e-05	4.76194603266175e-05	0.000632382450167271	0.000765701502159459	6.74206813345382e-05	0.000748252301977678	0.000203021221222077	0.0024381303865508	0.000222178199842211	2.57931390250193e-05	0.000724928698724654	0.000397877984084881	0.000114830161034719	0.000150901095110805	0.000338145784939281	0.000617474529175672	0.000358367890237035	0.000346440325653906
Gemella	0	6.72467111624654e-05	4.24475242481482e-06	1.68401900784749e-05	0	0	0	5.16846187648943e-05	3.01673876397598e-05	0	0	2.75694750771945e-05	7.95330643093582e-05	1.0478885046631e-05	5.09061290979434e-05	0	0	1.62087689439987e-05	0	0	0.000384926190721964	4.40280251892093e-05	0	0	0	1.47019906495339e-05	3.43041405097595e-05	2.55977064455025e-05	0
Gordonibacter	0.000220730551591988	0.000132815449764056	0.000682667148853349	8.36391191967907e-05	0.00101174751278736	0.000978086062290229	0.00101742898035795	0.00194570614354646	0.000417474734270295	0.00207518521456144	0.00305958550464808	2.75694750771945e-05	2.75877289781505e-05	0.00102022277199266	0.00087057156811097	0.00109661140805428	0.000652178937280648	0.00031565939353382	0.00326452285171052	0.0011399076685459	0.000509127436972722	0.000626006781640709	0.000722846101511909	0.000423693792843147	6.46718979046305e-05	8.82119438972037e-05	0.00072038695070495	2.55977064455025e-05	0.000779490732721289
Granulicatella	0	1.82496113761481e-05	0	1.31610984252746e-05	0	4.82495078550199e-06	7.48828084048464e-06	0	1.37664093816595e-05	0	8.64229539365655e-06	0	4.27066197390979e-05	4.55736584254301e-06	0	0	0	0	8.55431993156544e-06	0	2.81753634621887e-05	0	0	0	0	1.47019906495339e-05	0	2.55977064455025e-05	0
Haemophilus	5.63554054464007e-05	0.00103754209458122	8.42528452294027e-06	5.01869463752478e-06	0	0	0	0	6.70093075928246e-06	0.000228367791045907	0	6.37450199203187e-05	0.00642452592315911	0	0	0	0	0	0	0	0	0	0	0	0.000237130292316979	0	0	0.00020478165156402	8.66100814134765e-05
Holdemania	0.000423113269340872	6.70559251073667e-05	0.00218572872184557	0.000977954661815992	0.000646394244280816	0.0026699535377728	0.000508048903241861	0.000973101016105206	0.000335580139344897	0.000315268533954742	0.000416785836496213	0.000400157640281398	0.000759041855159849	0.0025313135487048	0.0166488325603438	0.000288929550097571	7.32427505202631e-05	0.000386980840126301	0.000126842365549144	0.000798194856792733	5.3968502487208e-05	0.000406980717539081	0.00137925525614859	0.000237334057580829	4.3114598603087e-05	0.000363867987105652	0.000343041405097595	0	0.00025983024424043
Johnsonella	0.00016019442809879	0.000119477845583397	5.33427216523441e-06	1.48175984098548e-05	8.43122927322804e-05	0.000134481511693983	1.29459619809217e-05	0.000301124066662974	1.06016800932295e-05	0.000199524235975778	0.000123846886336285	0	0	3.28734318856397e-05	0	0	0.000251654560303291	5.14649714633604e-05	0	5.0720227226618e-05	5.15862780500387e-05	4.40280251892093e-05	6.06250912406246e-05	6.50888160287501e-05	0	2.94039812990679e-05	0.000102912421529279	2.55977064455025e-05	0.000173220162826953
Klebsiella	4.64304119249555e-05	0	2.43638806919541e-05	2.7766208524226e-05	0	7.156992202457e-06	0	0	1.90588720952666e-05	0	9.18526683200147e-06	1.59362549800797e-05	0.0370376371921097	0	0.000102721748398225	0	0	0.000532249432997379	5.62072378611368e-05	0	0	4.40280251892093e-05	4.58888696078512e-05	0	0	0	0.000102912421529279	0.0926380996262735	0
Lachnospiraceae	0.00545279033619879	0.0220383131502234	0.0167529963817662	0.0171854084639417	0.0127873643977292	0.0115746957128337	0.00811754719652958	0.0263547878084992	0.0103704601738465	0.00499177356726489	0.0124684943260478	0.0328019189233362	0.00775561821411916	0.0275358333119867	0.0263956541358294	0.00541276755204889	0.0180280211374757	0.0159030882489152	0.0345976306166561	0.0148939126748961	0.0263308880383293	0.0247473821484973	0.0178278809313292	0.00954775968585314	0.00420367336380098	0.0113422968384811	0.0102912421529279	0.00770490964009625	0.0250303135284947
Lactobacillus	0.000540416751311269	0.000111953992370301	0.000106757589534285	4.28192788752858e-05	2.81040975774268e-05	0.0468637062292714	0.000177859237249297	4.71942937076643e-05	0.074361923579209	0.000233368912924918	0.000320696785016299	7.10752051344687e-05	0.00327996325784404	0.000472406945261134	0	0.000382272138615301	0.000515995872033024	0.000128846941255741	8.20210783990321e-05	0.000129206835022576	0.00036348617078744	5.15517063614806e-05	0.000103153551429414	7.39955288526825e-05	0	0.000147019906495339	0.00130355733937086	0	0.000606270569894336
Lactococcus	0.000101481807558355	0.000322857166343564	4.99314230848349e-05	0.000381781650407681	0.00578944410094992	0.00455483403304473	0.000207099810721182	0.000636342070185194	5.86349288171645e-05	0.000116407659624003	0.000321084460129637	0.000142150410268937	0.000490073314947233	0.000246009601896049	0.00026236882042842	0.000197467370956342	6.91276095672612e-05	0.00100745589391805	0.000243190986272205	0.000658065509893034	0.0034519275102621	0.000679649235821698	0.000725435269424957	0.00016580448335323	0	0.000527405647935623	0.00072038695070495	7.67931193365075e-05	0.000866100814134765
Lawsonia	6.45652819565863e-06	2.12548061232707e-05	2.53814837000112e-06	0	0	0	5.45768114043705e-06	6.3200738184622e-06	3.90074933394705e-06	0	0	0	0	4.55736584254301e-06	0	0	0	3.56678076674858e-05	1.4699829481978e-05	0	2.57931390250193e-05	0	0	0	0	0	0	0	0
Leuconostoc	2.87992412410247e-05	8.83606883297621e-06	1.4780595979252e-05	0	0	1.98353954184473e-05	0	0	0.000117958896985424	0	4.52079424470763e-05	0.000175298804780876	5.56839759641133e-05	0.000113659420436054	0	1.46237313913018e-05	0	0	8.55431993156544e-06	1.32816235456622e-05	0	0	0	7.27625515401407e-05	0	1.47019906495339e-05	6.86082810195191e-05	0	0
Marvinbryantia	0.000152121307999326	0.000109698159308827	7.19659521815443e-05	0.00021444720099959	0.000168624585464561	5.86686100275002e-05	4.24420383686991e-05	9.47893374297328e-05	0.000123230102934607	0.000390868111361261	5.3884006291704e-05	1.59362549800797e-05	0.000114011108970391	0.000137489930575893	0.000102188015574618	7.14558791568029e-05	0.000322512995190014	1.62087689439987e-05	0.000293100347104006	2.65632470913244e-05	0.000267460287998871	6.22801971976783e-05	0.000439111860317145	0.000181151954376011	2.15572993015435e-05	0.000452079931002856	3.43041405097595e-05	0	0.000346440325653906
Megasphaera	2.0999290239043e-05	1.19235318911179e-05	2.27125194014654e-05	2.34620979860743e-05	0	1.59853926814742e-05	1.20906170198904e-05	3.96146288901566e-06	4.61290783871429e-06	0	1.77567363138505e-05	3.18725099601594e-05	0.000153211944114126	3.8758639397627e-05	8.5271964356929e-05	2.75846849828975e-05	5.02002139978427e-05	1.25468940163862e-05	2.32541494135434e-05	1.32816235456622e-05	2.81753634621887e-05	0.000106308222386888	1.47362216327734e-05	2.42541838467136e-05	0	1.47019906495339e-05	0	0	0
Mobiluncus	0	0	4.18053209812545e-06	1.18908711047657e-05	0	0	0	1.1884388667047e-05	1.25892977246519e-05	6.39795265515035e-05	0	0	0	2.19082046226312e-05	6.12692529579998e-05	0	7.32427505202631e-05	1.94590387234871e-05	0	0	0.000668650719997177	2.57758531807403e-05	0	0	0	0	0	0	0
Odoribacter	0.00230105772884346	8.99960107978561e-05	0.00200384306684325	0.00173195826089293	0.000674498341858243	0.000186070697646208	0.00267372612855953	0.000294469604989943	0.000361114138860543	0.00332412654977549	0.00275795040358077	0	0.000166559956364252	0.00121329050418005	0.000533095288370956	0.00211564005931599	0.00246234175155501	0.00289195957918257	0.000127986984651629	0.00216134239279639	0.000830144897674958	0.000335086091349624	0	0.0045925252073485	0	0.000970306256987989	0.0044938424067785	0.000383965596682537	0.00121254113978867
Olsenella	6.76663238239593e-06	9.51977041057665e-06	0	0	5.62081951548536e-05	0	0	3.01114756640797e-05	7.74503349726988e-06	0	0	0	7.05437512345156e-06	0	0	0	2.30425365224204e-05	0	0	0	0.000107937004974416	0	0	0	0	0	0	0	0
Oribacterium	0.000138356264833766	5.90422814935788e-05	9.51480426335986e-06	0	0	0	0	0	0	0	0	0	0.000407362584923651	7.32198425773385e-06	2.40027113989292e-05	0	2.71576774754223e-05	0	7.34451658391845e-06	0	0	1.8252172008469e-05	0	0	0	1.47019906495339e-05	0	5.1195412891005e-05	0
Oscillibacter	4.51930312294117e-05	3.16693216114618e-06	2.53814837000112e-06	7.96649272671131e-06	0	0	2.32722734224748e-05	1.02815367074779e-05	2.76051328978023e-05	4.83504844563414e-05	0	0	0	0	0	9.75714466918401e-06	0.000217997426241327	0	8.499932000544e-06	0.00012800370154456	2.57931390250193e-05	2.57758531807403e-05	0	1.6580448335323e-05	0	0	3.43041405097595e-05	0	0
Oxalobacter	4.47225191300576e-06	0	0	6.9415521310565e-06	0	1.80318046419871e-05	7.48828084048464e-06	1.39926678420508e-05	4.61290783871429e-06	0.000989144873436069	7.53023388906459e-06	0	0	0	6.12692529579998e-05	0	0	0	3.30074763786148e-05	5.0720227226618e-05	0	0	0	2.42541838467136e-05	0	0	0	0	0
Parabacteroides	0.00891821438278938	0.0089605638815205	0.0165527250181308	0.0354704589993994	0.00761621044348266	0.00327475416109109	0.00621183180905382	0.00228204020627178	0.00487394819947459	0.00182012865350698	0.00163514784756169	0.00197034183512971	0.00255200346786451	0.000973653824906618	0.00706093233911585	0.00662002877260858	0.00365982890835487	0.00675905692531848	0.00773324004520785	0.0372916368173697	0.004161487375475	0.00277390296278951	0.00769745848379429	0.000621426195554481	0.0153272398033974	0.000720372415945912	0.0179067613460945	0.000563149541801055	0
Paraprevotella	1.57894619943765e-05	5.02654897301634e-05	2.37273641891574e-05	3.76998119010667e-05	0.000224832780619414	0.000136374241162865	2.10840837435581e-05	0.000537591316869002	9.02853118734098e-05	1.19800651715545e-05	2.85632676378178e-05	0	0	5.02820188162983e-05	0.000618482836824241	0.000122614022525282	0	4.45528267562595e-05	3.05442780664404e-05	0.000129206835022576	0	2.57758531807403e-05	2.94724432655467e-05	1.6580448335323e-05	4.3114598603087e-05	7.16690636813216e-05	0	0	0
Parasutterella	4.20224018190792e-05	0	0	0.000370229288682503	0	3.02273767952308e-05	1.95737742394258e-05	0	9.9944560610056e-05	0	0.00011548708835178	0	0	0.00012142406054831	2.40027113989292e-05	0	0	1.25468940163862e-05	0	0.000246335179977505	0	0.000335086091349624	0	0.000253914505916152	0	0	0	0	0
Pediococcus	0	4.4180344164881e-06	8.3610641962509e-06	0	2.81040975774268e-05	3.96007299049225e-05	7.48828084048464e-06	5.51785024554434e-06	0	0	0	0	0	0	0	1.37923424914487e-05	0	0	0	0	0.00042263045193283	1.8252172008469e-05	0	0	0	0	0	0	0
